neighborhood,avg_bedrooms,avg_bathrooms,avg_rooms,house_age,has_garage,has_pool,median_income,population,avg_occupancy,latitude,longitude,price,region
Beverly Hills,4,2.0,25.253333333333334,78,0,1,15.0,1687,3.5,37.4319,-114.8386,1327651,California
Austin Heights,5,3.0,23.633333333333333,78,1,0,15.0,3401,4.6,33.5248,-100.7528,777875,Texas
Seattle Eastside,3,1.5,19.64666666666667,47,1,0,10.24,2547,4.8,39.0102,-89.6325,358327,Washington
Austin Heights,5,2.5,26.673333333333332,7,1,0,15.0,3355,4.3,33.8376,-94.5607,1533968,Texas
Phoenix Valley,4,1.5,24.473333333333333,22,1,0,15.0,1304,4.2,29.0241,-79.9496,683464,Arizona
Miami Beach,3,3.0,25.68,15,1,1,7.63,2740,3.1,43.3254,-78.6178,267091,Florida
Austin Heights,5,3.0,32.153333333333336,1,1,0,15.0,4939,3.2,44.4383,-90.8677,1395152,Texas
San Diego Coastal,2,2.0,22.393333333333334,31,1,0,4.0,4298,3.7,47.2647,-94.6561,139995,California
Palo Alto,1,2.0,11.946666666666667,1,1,0,15.0,1433,2.6,29.6167,-93.8298,1075642,California
Austin Heights,3,2.0,30.04,46,1,1,15.0,765,2.4,32.1637,-103.3792,877809,Texas
Boston Back Bay,4,2.0,29.586666666666666,22,1,0,13.73,2376,3.9,31.4583,-99.1901,480565,Massachusetts
Portland Pearl,3,3.0,22.593333333333334,58,1,0,7.28,1529,5.5,46.3925,-96.0308,254849,Oregon
Austin Heights,5,2.5,33.21333333333333,43,0,0,15.0,1645,1.0,38.7404,-80.9521,1527595,Texas
Phoenix Valley,3,2.0,18.393333333333334,77,0,0,13.28,1320,3.4,46.2159,-83.9774,464693,Arizona
Dallas Park Cities,3,2.5,10.746666666666666,39,1,1,3.14,2937,4.4,45.4777,-114.243,109823,Texas
Austin Downtown,4,2.0,22.76,13,0,0,4.5,921,5.6,30.6415,-71.2195,157357,Texas
Boston Back Bay,1,1.5,17.98,74,1,0,8.54,4574,6.7,34.84,-71.9059,299039,Massachusetts
Chicago North,4,1.5,26.426666666666666,25,1,0,15.0,637,3.6,34.5133,-109.6428,619411,Illinois
Atlanta Central,3,2.0,21.266666666666666,62,1,1,15.0,1235,7.0,36.1987,-70.0631,686474,Georgia
Miami Beach,6,2.5,29.473333333333333,63,1,0,4.04,3028,4.7,47.9471,-96.1191,141481,Florida
Boston Back Bay,4,1.5,15.566666666666666,74,1,1,10.69,1133,5.2,28.9968,-112.5295,374133,Massachusetts
Phoenix Valley,2,2.5,25.593333333333334,52,1,0,15.0,2767,2.4,42.766,-85.3726,587659,Arizona
Beverly Hills,2,2.0,16.886666666666667,41,1,1,15.0,833,4.7,30.2353,-122.3624,1238703,California
Austin Heights,2,2.5,15.706666666666667,31,0,1,15.0,4414,5.4,42.0059,-87.18,1431024,Texas
Austin Downtown,5,1.0,26.413333333333334,36,0,1,2.91,3152,3.0,29.6624,-79.0748,101821,Texas
Chicago North,4,2.0,32.68666666666667,63,1,1,12.33,1866,1.0,37.1229,-105.7199,431433,Illinois
Seattle Eastside,3,1.0,26.7,46,1,1,14.31,3209,4.2,40.3588,-106.5956,500926,Washington
Seattle Eastside,3,2.0,16.84,4,1,1,14.97,2933,3.7,34.9332,-110.0167,524037,Washington
Portland Pearl,5,1.0,33.333333333333336,30,1,0,9.63,4196,6.0,47.2217,-102.5878,336980,Oregon
Beverly Hills,3,2.0,21.22,74,1,0,15.0,3769,3.2,41.2276,-93.4609,1043520,California
Palo Alto,4,3.0,22.74,17,1,0,15.0,4261,2.9,28.6186,-83.0867,1494628,California
Phoenix Valley,4,1.5,24.433333333333334,38,1,0,15.0,4386,2.2,33.5593,-76.2361,668188,Arizona
Seattle Eastside,3,2.5,17.82,67,1,0,10.74,958,3.1,32.2217,-94.8292,375780,Washington
San Diego Coastal,3,2.5,14.953333333333333,24,0,0,6.34,3961,8.0,31.7965,-98.8756,221900,California
Seattle Eastside,3,2.0,26.133333333333333,55,1,1,12.94,4597,1.6,29.8703,-104.3924,452746,Washington
Chicago North,3,2.5,20.82,63,1,0,10.45,1392,2.0,29.2715,-92.2559,365776,Illinois
Austin Downtown,5,2.0,33.28666666666667,27,1,0,5.53,4232,3.9,45.0137,-117.0323,193712,Texas
Austin Heights,4,2.5,27.526666666666667,72,1,0,15.0,3246,7.0,47.7547,-99.3174,1347068,Texas
Boston Back Bay,4,3.0,28.92,36,1,0,15.0,3412,5.1,28.6807,-97.0166,532846,Massachusetts
Boston Back Bay,3,3.0,11.086666666666666,24,1,0,11.4,3709,6.3,43.1989,-90.3889,399139,Massachusetts
Seattle Eastside,3,2.0,17.373333333333335,19,1,0,11.35,2061,3.4,30.2336,-121.2314,397353,Washington
Nashville Hills,4,2.5,29.033333333333335,22,1,0,2.53,4540,1.9,36.9984,-101.3676,88550,Tennessee
Phoenix Valley,3,1.5,15.2,46,1,1,15.0,3855,3.3,29.5341,-83.1027,815919,Arizona
Austin Downtown,2,2.0,19.986666666666668,19,1,0,2.29,2473,3.8,31.2355,-81.8777,80000,Texas
Phoenix Valley,3,1.0,14.58,29,1,0,15.0,3293,4.0,34.446,-95.1236,571172,Arizona
Boston Back Bay,4,1.5,26.086666666666666,57,1,0,8.35,4793,3.7,41.216,-77.0461,292415,Massachusetts
Seattle Eastside,4,2.5,33.333333333333336,71,1,0,12.83,2088,4.9,35.9027,-83.4878,448994,Washington
Nashville Hills,3,3.0,26.126666666666665,55,1,0,4.74,4519,2.9,43.6313,-81.1488,165932,Tennessee
Chicago North,5,1.0,20.126666666666665,43,1,1,10.82,559,2.6,27.2216,-81.3867,378564,Illinois
Phoenix Valley,3,2.5,26.52,56,1,0,15.0,4071,2.2,38.1525,-84.9272,574093,Arizona
Beverly Hills,3,2.5,31.713333333333335,33,1,0,15.0,3166,4.3,27.4542,-77.9069,983540,California
Atlanta Central,2,3.0,32.913333333333334,22,1,0,15.0,3695,4.2,27.7094,-119.6717,564653,Georgia
Nashville Hills,4,2.5,28.533333333333335,60,1,0,2.29,3094,5.6,32.1048,-97.2933,80000,Tennessee
Beverly Hills,3,1.5,14.72,11,1,0,15.0,2654,6.3,27.4145,-79.6009,911245,California
Dallas Park Cities,3,1.5,24.313333333333333,73,1,0,4.33,1195,2.2,42.8355,-118.9882,151571,Texas
Boston Back Bay,3,2.5,30.506666666666668,35,1,1,15.0,1592,4.0,36.67,-116.4643,561053,Massachusetts
Austin Heights,4,2.0,25.0,66,1,0,15.0,4578,3.7,39.8248,-102.9115,1093565,Texas
Phoenix Valley,4,3.0,31.56,8,1,0,15.0,2329,1.7,26.294,-93.9768,741897,Arizona
Boston Back Bay,3,3.0,17.52,40,1,0,13.75,1216,3.2,30.1705,-85.1851,481195,Massachusetts
Phoenix Valley,5,3.0,31.98,34,1,0,15.0,1079,6.3,37.0357,-94.1545,900667,Arizona
Palo Alto,1,2.0,4.0,29,1,0,15.0,1791,3.1,26.8863,-113.0853,646966,California
Miami Beach,2,2.5,12.926666666666666,41,1,0,5.19,3792,2.8,28.6935,-78.3657,181567,Florida
San Diego Coastal,4,2.5,25.966666666666665,53,1,1,3.46,2173,3.9,25.5033,-110.426,121253,California
Palo Alto,4,1.0,24.06,76,1,1,15.0,2436,5.4,45.9642,-77.8087,1476793,California
Phoenix Valley,3,2.0,15.06,66,1,0,15.0,3573,3.5,34.9185,-97.7711,537740,Arizona
Denver Park,4,2.0,23.333333333333332,19,0,0,15.0,3223,4.2,26.0355,-122.7738,938181,Colorado
Miami Beach,3,2.0,23.753333333333334,79,1,0,5.38,867,1.0,35.5913,-98.6247,188250,Florida
San Diego Coastal,4,4.0,25.54,40,1,1,10.68,2261,4.9,45.4136,-89.0269,373868,California
San Diego Coastal,4,3.0,26.32,37,1,0,6.65,3660,4.3,29.3688,-76.6022,232872,California
Austin Downtown,6,2.0,33.333333333333336,1,0,1,6.41,3691,5.3,30.4709,-92.9828,224333,Texas
Portland Pearl,3,2.0,20.166666666666668,54,1,0,7.98,2365,1.2,47.5914,-70.471,279186,Oregon
Phoenix Valley,4,1.5,33.24666666666667,71,1,0,14.95,1465,3.5,44.6399,-104.0592,523142,Arizona
Palo Alto,4,2.0,20.72,24,1,0,15.0,1323,5.4,37.6161,-111.4863,1417542,California
Miami Beach,3,1.0,32.28,70,1,0,2.29,905,3.2,29.2783,-100.6152,80000,Florida
Dallas Park Cities,3,2.5,27.933333333333334,7,1,0,3.71,1004,4.1,30.0491,-88.7866,129808,Texas
Austin Downtown,6,2.5,32.1,78,1,0,4.66,4864,3.4,44.8135,-119.776,163082,Texas
Denver Park,3,3.0,20.453333333333333,21,1,0,15.0,2355,3.4,40.5373,-120.0497,640185,Colorado
Denver Park,4,3.0,27.1,39,0,1,15.0,1942,5.8,33.0717,-90.6637,634462,Colorado
Beverly Hills,2,1.5,21.186666666666667,2,1,0,15.0,2506,1.9,25.5973,-103.8894,1141061,California
Austin Heights,4,2.5,31.833333333333332,72,0,0,15.0,2828,3.9,28.1285,-81.9227,1185670,Texas
Boston Back Bay,2,1.5,10.846666666666666,41,1,1,8.77,1117,4.4,41.7723,-110.4968,306839,Massachusetts
Boston Back Bay,5,2.0,32.32666666666667,78,0,0,7.55,4569,5.4,39.9212,-101.1606,264170,Massachusetts
Atlanta Central,4,2.0,14.706666666666667,30,1,0,15.0,2671,3.8,33.252,-96.674,775573,Georgia
Phoenix Valley,2,1.0,17.053333333333335,5,1,0,15.0,3030,5.5,38.615,-73.1707,553632,Arizona
Nashville Hills,4,1.5,33.333333333333336,55,1,1,2.29,2760,3.9,42.3677,-124.5962,80000,Tennessee
Chicago North,4,2.0,18.433333333333334,14,1,1,15.0,4718,4.2,39.808,-113.0653,667396,Illinois
Nashville Hills,3,1.5,13.466666666666667,50,1,1,3.94,4914,4.1,30.5087,-119.9384,137876,Tennessee
Austin Downtown,3,3.0,23.173333333333332,3,1,0,6.39,1066,5.0,46.8846,-70.4776,223774,Texas
Phoenix Valley,4,2.0,33.333333333333336,14,1,1,15.0,3709,4.8,25.5435,-117.7284,710366,Arizona
Denver Park,4,2.0,27.733333333333334,52,1,0,15.0,1234,2.3,37.7943,-79.7242,689091,Colorado
Austin Downtown,3,4.0,11.84,54,1,0,5.12,554,4.3,30.1361,-96.3966,179333,Texas
Miami Beach,5,2.5,21.02,13,0,0,12.18,2984,4.8,41.273,-81.9661,426203,Florida
Phoenix Valley,3,2.0,22.52,15,0,0,15.0,2645,6.2,37.9215,-108.4059,604620,Arizona
Miami Beach,2,3.0,11.706666666666667,69,1,0,6.78,2714,2.5,29.5012,-98.8495,237450,Florida
Seattle Eastside,4,2.0,26.726666666666667,1,1,0,13.31,597,4.8,36.6354,-71.2165,465867,Washington
Dallas Park Cities,2,1.5,19.04,19,0,1,3.27,3396,3.5,36.954,-119.764,114407,Texas
Denver Park,3,2.0,19.386666666666667,78,1,0,11.86,2800,4.3,34.6669,-90.864,415079,Colorado
Austin Downtown,3,2.0,31.673333333333332,44,1,1,2.5,761,2.4,25.97,-72.292,87424,Texas
Austin Downtown,3,3.0,25.14666666666667,3,0,0,5.35,2020,4.0,29.7559,-118.0329,187223,Texas
Austin Heights,3,1.0,28.46,72,1,0,15.0,1107,4.5,47.2828,-78.7979,649628,Texas
Austin Heights,4,2.5,30.906666666666666,28,1,0,15.0,4565,2.5,29.3353,-109.8134,992113,Texas
Seattle Eastside,3,2.5,21.19333333333333,58,1,1,15.0,3839,6.2,35.5516,-113.9636,584750,Washington
Beverly Hills,4,4.0,24.96,52,1,1,15.0,2719,1.7,31.7629,-115.843,1839364,California
Phoenix Valley,4,1.5,24.406666666666666,30,1,0,15.0,891,4.8,42.4075,-84.5406,1011360,Arizona
Chicago North,3,2.0,25.626666666666665,30,1,0,14.43,4324,1.0,38.296,-123.0309,505039,Illinois
Austin Downtown,3,3.0,18.526666666666667,45,0,0,2.29,2096,3.6,41.4544,-101.8717,80000,Texas
Austin Downtown,4,2.5,33.333333333333336,31,1,0,7.99,3127,4.7,39.6505,-86.6685,279767,Texas
Austin Heights,2,1.0,14.02,14,1,0,15.0,3740,5.1,36.5851,-117.3204,1777928,Texas
Dallas Park Cities,3,1.0,23.14,58,1,1,2.52,2284,3.8,47.0943,-112.6756,88339,Texas
Palo Alto,4,3.0,24.773333333333333,54,1,0,15.0,4874,3.6,41.1732,-116.6137,1248116,California
Portland Pearl,4,2.5,23.593333333333334,49,1,0,6.2,1533,4.9,40.843,-123.5641,216834,Oregon
Nashville Hills,4,2.5,33.333333333333336,60,1,0,2.73,2045,5.4,40.881,-99.8921,95478,Tennessee
Dallas Park Cities,1,3.0,11.653333333333334,42,1,1,2.29,1324,6.1,35.7362,-97.6784,80000,Texas
Denver Park,2,2.0,16.373333333333335,75,1,0,15.0,2045,2.1,39.7818,-72.9865,613972,Colorado
Dallas Park Cities,3,1.5,18.453333333333333,71,1,0,4.87,4075,3.7,38.9036,-84.9558,170590,Texas
Palo Alto,4,2.5,26.213333333333335,79,1,1,15.0,2621,1.0,45.4307,-71.6415,1067953,California
Seattle Eastside,3,3.0,21.453333333333333,9,1,0,12.32,4473,1.9,47.5136,-83.3701,431214,Washington
Seattle Eastside,1,2.0,8.026666666666667,9,1,0,9.46,4507,2.9,36.1099,-71.1681,331046,Washington
Phoenix Valley,2,2.5,15.733333333333333,38,0,0,15.0,1958,5.3,38.819,-111.3488,556527,Arizona
Beverly Hills,4,1.5,29.246666666666666,56,0,1,15.0,4078,3.3,31.6761,-115.7821,944318,California
Portland Pearl,4,1.5,31.473333333333333,20,1,0,8.81,2725,3.6,44.445,-103.4782,308440,Oregon
Atlanta Central,1,3.0,14.126666666666667,10,1,0,15.0,2405,4.5,41.3456,-97.9523,713967,Georgia
Miami Beach,1,1.5,14.313333333333333,3,0,0,6.88,1793,3.0,46.2517,-79.6438,240783,Florida
Chicago North,3,1.0,20.073333333333334,45,0,0,6.25,799,1.0,38.9151,-95.2203,218781,Illinois
Atlanta Central,2,3.0,15.32,79,0,0,12.3,2548,2.9,41.299,-72.6141,430418,Georgia
Dallas Park Cities,3,2.0,17.093333333333334,38,0,0,3.91,3507,3.8,27.1884,-109.1312,136805,Texas
Palo Alto,2,2.0,9.693333333333333,59,1,0,15.0,4412,4.7,38.9548,-93.1597,769294,California
Portland Pearl,4,3.0,22.253333333333334,5,1,0,13.24,2353,3.7,33.6661,-89.1591,463463,Oregon
Portland Pearl,4,1.5,30.82,18,0,1,8.49,1120,4.7,36.6861,-116.4273,297026,Oregon
Atlanta Central,6,2.5,31.733333333333334,55,1,0,15.0,2609,5.4,32.5112,-81.7968,634572,Georgia
Denver Park,5,2.0,28.153333333333332,33,1,0,15.0,1811,5.7,31.6067,-89.833,633497,Colorado
Beverly Hills,3,1.5,20.046666666666667,3,1,0,15.0,4635,4.3,43.8765,-114.445,1204828,California
Austin Downtown,1,2.5,20.633333333333333,19,1,0,4.73,3628,2.3,37.8253,-102.2567,165520,Texas
Austin Downtown,3,2.0,17.046666666666667,64,1,1,2.29,4575,2.1,30.8239,-89.7585,80000,Texas
Denver Park,4,3.0,27.473333333333333,55,1,1,15.0,1897,2.3,42.6344,-84.6633,1001977,Colorado
Beverly Hills,2,3.0,17.633333333333333,65,0,0,15.0,2504,2.4,26.7205,-102.0447,1022957,California
Palo Alto,3,3.0,22.36,29,0,0,15.0,865,4.1,31.7425,-85.2632,1408196,California
Palo Alto,3,2.0,23.3,75,0,0,15.0,1107,6.8,32.735,-110.6628,812163,California
Nashville Hills,3,2.0,22.3,74,1,1,2.98,2184,4.3,29.0845,-108.2248,104137,Tennessee
Dallas Park Cities,4,3.0,30.226666666666667,30,1,0,2.94,2286,3.9,44.3819,-124.3527,103011,Texas
Austin Heights,4,2.0,25.84,17,1,0,15.0,3543,5.4,40.4997,-98.1843,1998917,Texas
Portland Pearl,3,2.5,31.3,77,1,0,4.81,1469,2.8,40.417,-114.6415,168257,Oregon
Austin Heights,5,3.0,30.233333333333334,28,1,0,15.0,4928,5.6,38.6323,-91.8872,2238854,Texas
Atlanta Central,2,2.0,8.913333333333334,40,1,0,9.71,4011,5.5,33.7007,-71.8889,339836,Georgia
Boston Back Bay,2,1.5,21.4,75,1,0,8.01,4514,4.1,40.1573,-70.0192,280386,Massachusetts
San Diego Coastal,3,2.5,24.086666666666666,22,1,0,8.24,1879,7.1,41.9345,-104.4077,288390,California
Dallas Park Cities,4,2.5,26.173333333333332,71,0,0,3.93,3028,5.7,37.3851,-84.6506,137592,Texas
Beverly Hills,4,2.0,24.613333333333333,13,1,0,15.0,2829,4.1,35.8266,-72.1611,1215534,California
Austin Heights,2,2.5,6.72,24,1,0,15.0,3997,3.8,30.1411,-96.2118,1614538,Texas
Phoenix Valley,5,3.0,19.613333333333333,32,1,0,15.0,4316,3.4,26.9319,-106.6338,601403,Arizona
Phoenix Valley,3,2.0,30.786666666666665,39,1,0,15.0,3071,3.8,25.9499,-116.4317,844694,Arizona
Austin Downtown,3,2.0,18.873333333333335,20,1,0,4.5,4885,3.8,41.4276,-115.3165,157645,Texas
Portland Pearl,4,2.5,31.14666666666667,71,1,0,5.34,2722,3.5,33.0189,-78.025,186920,Oregon
Phoenix Valley,5,3.0,21.446666666666665,54,1,1,15.0,1734,3.7,41.2934,-110.7552,643998,Arizona
Austin Downtown,4,4.0,20.413333333333334,54,1,1,4.88,1267,2.2,36.6818,-110.1134,170626,Texas
Seattle Eastside,5,1.5,33.333333333333336,59,1,0,12.97,2197,3.1,35.2784,-83.9337,453900,Washington
Seattle Eastside,2,3.0,17.446666666666665,51,1,0,9.65,1814,1.6,39.4653,-78.9756,337808,Washington
Chicago North,4,3.0,28.866666666666667,52,1,1,11.98,1401,4.6,29.215,-113.5357,419263,Illinois
Austin Heights,4,2.5,25.926666666666666,53,1,0,15.0,2534,4.1,47.5323,-87.1254,1404798,Texas
Austin Downtown,3,2.0,20.886666666666667,58,1,0,4.35,1676,3.8,32.5952,-100.4373,152083,Texas
Beverly Hills,3,1.0,18.366666666666667,74,1,0,15.0,4935,5.3,42.6913,-109.7791,816328,California
Austin Heights,6,2.0,27.626666666666665,16,0,0,15.0,1871,2.7,30.701,-96.3871,2370434,Texas
Denver Park,2,2.0,25.48,42,1,1,15.0,3238,2.9,35.7624,-82.2381,823613,Colorado
Phoenix Valley,3,2.0,30.35333333333333,15,1,0,15.0,3885,1.8,36.4841,-119.528,669868,Arizona
Palo Alto,5,3.0,24.46,15,1,1,15.0,4751,5.5,32.0531,-121.0882,1218710,California
Beverly Hills,5,1.5,24.106666666666666,76,0,0,15.0,3591,4.9,33.0183,-74.8547,1193446,California
San Diego Coastal,6,3.0,32.14,38,0,0,8.28,1664,6.0,35.0116,-72.0127,289651,California
Austin Downtown,5,2.0,31.813333333333333,57,1,0,3.84,3002,6.4,44.2324,-95.929,134482,Texas
Palo Alto,2,3.0,17.026666666666667,59,1,1,15.0,810,3.4,36.5012,-117.1012,1467700,California
Phoenix Valley,5,2.0,32.66,3,1,1,15.0,1716,2.9,27.0372,-120.6793,1266517,Arizona
Seattle Eastside,3,2.5,21.733333333333334,40,1,0,13.23,4902,1.3,29.9836,-116.4201,462882,Washington
Dallas Park Cities,4,2.5,25.386666666666667,15,1,1,6.89,522,2.4,47.6785,-109.4555,241202,Texas
San Diego Coastal,3,3.0,33.333333333333336,26,0,1,9.61,1983,3.5,27.0671,-87.3878,336340,California
Portland Pearl,4,1.5,23.19333333333333,16,0,1,9.4,740,1.0,39.8978,-118.9365,329118,Oregon
Boston Back Bay,4,2.0,33.333333333333336,54,1,0,8.72,2908,2.4,29.8566,-117.4684,305226,Massachusetts
Chicago North,4,3.0,33.333333333333336,11,1,1,14.24,3880,3.9,34.9344,-85.7832,498255,Illinois
Austin Heights,2,1.5,20.686666666666667,37,1,0,15.0,820,5.3,33.2115,-110.8427,1114376,Texas
Nashville Hills,2,2.5,7.726666666666667,25,1,0,2.29,1079,2.9,47.4751,-113.1169,80000,Tennessee
Nashville Hills,3,1.0,22.16,78,1,0,4.12,4371,4.2,37.6793,-92.9544,144180,Tennessee
Beverly Hills,1,1.0,11.253333333333334,64,1,0,15.0,1755,6.8,30.748,-120.6666,764932,California
San Diego Coastal,4,2.5,26.106666666666666,29,1,1,9.67,503,1.3,38.8822,-90.3992,338484,California
Palo Alto,3,2.5,16.326666666666668,24,1,0,15.0,941,5.6,26.6421,-123.9427,1239348,California
Portland Pearl,4,2.5,30.033333333333335,58,1,0,8.68,4577,4.6,46.3129,-112.1835,303766,Oregon
Nashville Hills,2,2.0,23.246666666666666,51,1,1,6.07,4655,5.9,32.9176,-100.2226,212453,Tennessee
Palo Alto,2,2.5,24.24,45,1,0,15.0,1244,5.5,45.3175,-90.2982,1137642,California
Chicago North,4,4.0,23.96,6,0,0,11.35,1761,3.0,43.6117,-113.7884,397318,Illinois
Palo Alto,3,2.0,16.346666666666668,7,1,0,15.0,1325,4.0,29.2961,-76.6442,1456223,California
Boston Back Bay,3,2.0,23.873333333333335,51,1,0,12.58,2713,1.8,47.1329,-74.4536,440162,Massachusetts
Dallas Park Cities,3,2.0,31.36,38,1,0,3.79,4216,3.2,47.8086,-98.5602,132747,Texas
Palo Alto,3,3.0,22.366666666666667,67,0,1,15.0,3917,4.0,43.5217,-110.0174,1486895,California
Atlanta Central,4,2.0,28.406666666666666,3,1,0,15.0,2238,4.5,35.3844,-118.9234,894737,Georgia
Austin Downtown,2,2.5,16.746666666666666,15,0,0,2.5,3629,5.2,40.4685,-73.3718,87645,Texas
Phoenix Valley,3,2.0,19.313333333333333,64,1,0,15.0,1652,6.4,26.855,-117.6535,724924,Arizona
Palo Alto,4,2.5,29.506666666666668,79,1,1,15.0,4591,3.3,46.1857,-108.5721,1005225,California
Seattle Eastside,3,3.0,21.433333333333334,59,0,0,9.99,3183,5.7,30.1004,-106.9073,349701,Washington
Seattle Eastside,4,2.0,28.14666666666667,2,1,1,13.34,4627,4.4,41.4843,-110.2403,466992,Washington
Miami Beach,3,2.0,24.706666666666667,5,1,0,5.88,1644,2.0,43.4352,-124.8869,205911,Florida
Phoenix Valley,5,2.0,31.85333333333333,71,1,0,15.0,4775,3.8,47.3002,-113.6095,588607,Arizona
Austin Downtown,3,2.0,24.973333333333333,40,1,0,4.12,1789,4.2,43.9476,-83.832,144091,Texas
Seattle Eastside,3,2.0,17.446666666666665,40,0,0,12.28,3579,2.7,43.815,-113.7029,429643,Washington
Phoenix Valley,5,3.0,25.12,77,0,0,15.0,704,2.4,41.2238,-82.9759,604690,Arizona
Austin Downtown,4,2.0,25.766666666666666,20,1,0,2.29,1537,2.4,38.2629,-102.126,80000,Texas
Dallas Park Cities,4,1.5,25.9,23,1,0,5.23,2927,3.2,25.9633,-120.5439,183088,Texas
Seattle Eastside,5,2.0,27.213333333333335,55,1,0,15.0,2770,2.7,47.3722,-79.5161,568416,Washington
Beverly Hills,2,2.0,19.28,73,1,0,15.0,1082,5.8,35.3263,-90.0667,1080256,California
Boston Back Bay,4,3.0,30.84,30,1,0,14.83,544,1.0,43.3261,-91.3331,519156,Massachusetts
Boston Back Bay,4,2.0,32.333333333333336,13,1,0,15.0,4267,4.2,33.6776,-116.7378,540922,Massachusetts
Austin Heights,3,2.0,29.526666666666667,5,0,1,15.0,1600,4.8,35.4894,-90.7157,912336,Texas
Miami Beach,3,2.0,14.986666666666666,1,1,1,9.0,3879,2.6,35.6341,-81.1898,315081,Florida
Nashville Hills,2,4.0,11.793333333333333,30,1,1,3.66,1279,3.7,47.7702,-70.1995,128171,Tennessee
Palo Alto,5,3.0,28.453333333333333,43,1,0,15.0,1784,3.5,29.861,-88.1038,1875903,California
San Diego Coastal,2,1.5,18.426666666666666,40,1,1,2.29,575,3.9,36.5406,-101.2302,80000,California
Austin Heights,3,2.5,20.726666666666667,20,1,1,15.0,2902,5.0,28.5579,-79.9619,978349,Texas
Portland Pearl,4,3.0,23.046666666666667,55,1,0,6.38,2826,4.9,36.3648,-122.2291,223440,Oregon
Chicago North,4,3.0,24.373333333333335,71,1,0,15.0,3098,3.1,37.5572,-101.9393,560197,Illinois
Beverly Hills,2,2.0,20.573333333333334,19,1,0,15.0,3868,1.7,28.143,-84.7289,1784490,California
Austin Downtown,4,2.5,18.906666666666666,54,1,0,3.78,3499,4.2,41.0599,-105.2307,132319,Texas
Austin Heights,3,2.5,33.333333333333336,44,1,0,15.0,1410,3.0,44.0437,-121.7596,861860,Texas
Boston Back Bay,4,2.0,26.106666666666666,55,1,0,8.94,2385,3.2,43.7686,-118.8983,312726,Massachusetts
Austin Heights,2,1.0,23.6,2,1,0,15.0,843,4.3,41.7721,-115.8046,933813,Texas
Dallas Park Cities,1,2.0,10.9,54,1,0,2.29,3436,3.3,28.2403,-79.2797,80000,Texas
Portland Pearl,4,1.0,29.06,60,1,0,5.26,2283,4.5,39.2937,-85.3542,183945,Oregon
Nashville Hills,2,2.0,18.533333333333335,55,1,0,3.7,1262,7.8,41.0622,-82.9874,129382,Tennessee
Chicago North,3,3.0,26.566666666666666,68,1,0,8.97,4450,5.0,42.4651,-74.9868,313988,Illinois
Seattle Eastside,1,3.0,12.94,60,0,0,8.32,2619,6.0,41.3162,-108.3567,291098,Washington
Miami Beach,4,1.0,33.333333333333336,79,1,1,4.82,736,4.8,39.4625,-84.1308,168810,Florida
Portland Pearl,5,1.0,22.04,54,1,0,6.65,923,4.1,41.7381,-104.9482,232849,Oregon
Nashville Hills,4,2.5,31.06,36,0,0,2.67,1812,4.8,44.6034,-81.7873,93533,Tennessee
Beverly Hills,5,2.0,30.626666666666665,67,1,0,15.0,4734,4.7,38.0943,-86.7258,929136,California
Miami Beach,5,1.5,24.566666666666666,56,1,0,8.01,942,5.3,28.3418,-70.5611,280263,Florida
Palo Alto,3,3.0,32.406666666666666,45,1,1,15.0,2306,4.1,43.767,-83.3611,1959925,California
Phoenix Valley,3,2.0,31.85333333333333,47,1,1,15.0,2288,2.0,40.2034,-124.6752,960710,Arizona
Nashville Hills,5,1.0,18.933333333333334,29,1,0,4.69,3278,1.8,40.7921,-86.5104,164210,Tennessee
Denver Park,5,2.5,30.94,50,1,0,15.0,3195,4.7,31.7668,-119.4097,790641,Colorado
Portland Pearl,6,2.5,33.333333333333336,38,1,0,10.01,2704,2.3,28.4422,-94.9647,350478,Oregon
Chicago North,4,2.0,28.35333333333333,11,0,0,14.75,4130,5.0,42.9566,-116.3473,516158,Illinois
Denver Park,3,2.5,30.08,36,0,0,15.0,620,6.0,26.1367,-97.79,532991,Colorado
Atlanta Central,5,3.0,33.333333333333336,76,1,0,14.46,2270,3.7,34.254,-81.4056,506043,Georgia
Seattle Eastside,5,1.0,31.413333333333334,27,1,0,15.0,782,5.8,36.7038,-109.0989,600186,Washington
Portland Pearl,4,2.5,33.333333333333336,55,1,0,10.29,1854,4.4,25.4009,-116.6023,360050,Oregon
Miami Beach,5,2.0,33.333333333333336,34,1,1,8.52,1690,4.0,38.7311,-107.7028,298212,Florida
Dallas Park Cities,4,2.0,24.12,23,1,0,2.73,4476,4.1,27.7514,-115.4491,95520,Texas
Dallas Park Cities,5,2.0,27.053333333333335,31,0,1,4.28,3537,2.8,30.5533,-114.9041,149868,Texas
Portland Pearl,2,2.0,24.626666666666665,77,1,1,6.21,1579,2.6,47.8521,-86.6526,217312,Oregon
Miami Beach,5,1.5,25.766666666666666,9,1,0,4.35,3386,1.5,37.8863,-86.2622,152238,Florida
Phoenix Valley,2,3.0,15.813333333333333,54,1,1,13.47,4245,2.9,47.2703,-95.8972,471361,Arizona
Chicago North,3,2.0,20.72,67,1,0,8.25,1345,7.2,36.3306,-111.1278,288841,Illinois
Palo Alto,2,3.0,19.893333333333334,15,1,0,15.0,3040,1.8,43.4788,-95.8693,1466067,California
